5.488135039273247529e-01,9.065554992211789509e-01
7.151893663724194772e-01,7.740473326986387903e-01
6.027633760716438749e-01,3.331451520286419221e-01
5.448831829968968643e-01,8.110138998799676369e-02
4.236547993389047084e-01,4.072411714138073346e-01
6.458941130666561170e-01,2.322341421709427367e-01
4.375872112626925103e-01,1.324876347579829750e-01
8.917730007820797722e-01,5.342718178682526187e-02
9.636627605010292807e-01,7.255943642105787683e-01
3.834415188257777052e-01,1.142745862503102838e-02
7.917250380826645895e-01,7.705807485027762471e-01
5.288949197529044799e-01,1.469466454003750533e-01
5.680445610939323098e-01,7.952208258675574903e-02
9.255966382926610336e-01,8.960303423860538352e-02
7.103605819788694209e-02,6.720478073539144503e-01
8.712929970154070780e-02,2.453672098528447698e-01
2.021839744032571939e-02,4.205394666800984504e-01
8.326198455479379978e-01,5.573687913239169234e-01
7.781567509498504842e-01,8.605511738287937584e-01
8.700121482468191614e-01,7.270442627113282708e-01
9.786183422327640047e-01,2.703279052387146386e-01
7.991585642167235992e-01,1.314827992911276056e-01
4.614793622529318462e-01,5.537432042119794229e-02
7.805291762864554617e-01,3.015986344809424846e-01
1.182744258689332195e-01,2.621181492396782442e-01
6.399210213275238202e-01,4.561405668004796521e-01
1.433532874090464038e-01,6.832813355476804462e-01
9.446689170495838894e-01,6.956254456388571983e-01
5.218483217500716753e-01,2.835188465821666393e-01
4.146619399905235870e-01,3.799269559001204888e-01
2.645556121046269693e-01,1.811509617369030378e-01
7.742336894342166653e-01,7.885455123065187033e-01
4.561503322165485486e-01,5.684807643324030213e-02
5.684339488686485087e-01,6.969972417249873375e-01
1.878980043635514185e-02,7.786953959411033743e-01
6.176354970758770602e-01,7.774075618487531480e-01
6.120957227224214092e-01,2.594225643453549335e-01
6.169339968747569181e-01,3.738131379325614345e-01
9.437480785146241669e-01,5.875996351963890252e-01
6.818202991034834071e-01,2.728219024244670221e-01
3.595079005737860101e-01,3.708527992178887178e-01
4.370319537993414549e-01,1.970542801856396409e-01
6.976311959272648577e-01,4.598558837560073886e-01
6.022547162926983333e-02,4.461230125411408398e-02
6.667667154456676792e-01,7.997958845706180098e-01
6.706378696181594101e-01,7.695644698663273164e-02
2.103825610738409013e-01,5.188351488315260385e-01
1.289262976548533057e-01,3.068100995451961133e-01
3.154283509241838646e-01,5.775429488313754689e-01
3.637107709426226076e-01,9.594333408334251301e-01
5.701967704178796392e-01,6.455702444560038611e-01
4.386015134623203471e-01,3.536243575549091744e-02
9.883738380592261841e-01,4.304024395080612297e-01
1.020448107480280697e-01,5.100168523182502245e-01
2.088767560948346924e-01,5.361774947034519956e-01
1.613095178849962563e-01,6.813925106038378754e-01
6.531083254653984316e-01,2.775960977317660783e-01
2.532916025397821125e-01,1.288605654663201872e-01
4.663107728563062881e-01,3.926756765470943433e-01
2.444255920016027428e-01,9.564057227959488205e-01
1.589695836455197187e-01,1.871308917508447411e-01
1.103751411643051350e-01,9.039839549282370212e-01
6.563295894652734219e-01,5.438059500773263499e-01
1.381829513486138028e-01,4.569114216457658140e-01
1.965823616800534968e-01,8.820414102298895775e-01
3.687251706609641078e-01,4.586039617685858660e-01
8.209932298479351021e-01,7.241676366115432639e-01
9.710127579306127021e-02,3.990253217031020094e-01
8.379449074988039037e-01,9.040443929009577273e-01
9.609840789396306704e-02,6.900250201912273562e-01
9.764594650133957554e-01,6.996220542505167117e-01
4.686512016477015763e-01,3.277204015571189011e-01
9.767610881903371345e-01,7.567786427368892177e-01
6.048455197450459675e-01,6.360610554471413103e-01
7.392635793983016734e-01,2.400202733797095478e-01
3.918779225432067470e-02,1.605388224852564161e-01
2.828069625764095818e-01,7.963914745173317211e-01
1.201965612131689065e-01,9.591666030352224981e-01
2.961401975221449323e-01,4.581388272600428468e-01
1.187277189542440547e-01,5.909841653236849179e-01
3.179831793939760232e-01,8.577226441935545953e-01
4.142629945146699688e-01,4.572234533538570567e-01
6.414749634878436080e-02,9.518744768327361827e-01
6.924721193700198452e-01,5.757511620448724221e-01
5.666014542065751503e-01,8.207671207013149672e-01
2.653894909394454160e-01,9.088437184127383661e-01
5.232480534666996697e-01,8.155238187685688311e-01
9.394051075844167542e-02,1.594144634489559342e-01
5.759464955561792721e-01,6.288984390617003983e-01
9.292961975762140669e-01,3.984342586196770730e-01
3.185689524513236615e-01,6.271295202334570273e-02
6.674103799636816881e-01,4.240322518898419490e-01
1.317978624043921743e-01,2.586840668894077044e-01
7.163272041185655414e-01,8.490383084285108017e-01
2.894060929472010990e-01,3.330462654669619216e-02
1.831913620071168314e-01,9.589827218634735528e-01
5.865129348100831530e-01,3.553688484719296214e-01
2.010754618749355238e-02,3.567068904025428866e-01
8.289400292173630946e-01,1.632850268370789060e-02
4.695476192547065608e-03,1.852323252361839367e-01
6.778165367962301069e-01,4.012595008036087263e-01
2.700079731921648518e-01,9.292914173027139180e-01
7.351940221225948813e-01,9.961493022127132502e-02
9.621885451174382320e-01,9.453015334790795254e-01
2.487531435199580310e-01,8.694885305466322212e-01
5.761573344178368972e-01,4.541623969075517797e-01
5.920419312718390170e-01,3.267008817682600652e-01
5.722519057908733719e-01,2.327441292790568550e-01
2.230816326406183103e-01,6.144647064768743450e-01
9.527490115169849894e-01,3.307459147550562140e-02
4.471253786176273559e-01,1.560606444682821614e-02
8.464086724711278320e-01,4.287957224982378301e-01
6.994792753175043121e-01,6.807407397472020616e-02
2.974369508551336638e-01,2.519409882460929007e-01
8.137978197024772209e-01,2.211609153460838417e-01
3.965057408469846445e-01,2.531911937228519260e-01
8.811031971111615846e-01,1.310552312152577503e-01
5.812728726358586950e-01,1.203622289765426956e-02
8.817353618548527949e-01,1.154842971387480821e-01
6.925315900777658795e-01,6.184802595127478764e-01
7.252542798196405238e-01,9.742562128180503045e-01
5.013243819267022561e-01,9.903450015608938894e-01
9.560836347232238852e-01,4.090540953730615881e-01
6.439901992296374056e-01,1.629544260466053718e-01
4.238550485581796812e-01,6.387617573665292925e-01
6.063932141279243515e-01,4.903053465487371421e-01
1.919319830933352566e-02,9.894097772844314687e-01
3.015748166745493286e-01,6.530420715178020252e-02
6.601735374926850364e-01,7.832344383138131194e-01
2.900776072104440662e-01,2.883984973314939193e-01
6.180154289988415428e-01,2.414186200765739976e-01
4.287687009457661347e-01,6.625045715326759455e-01
1.354740642224502301e-01,2.460631849909644675e-01
2.982823259560307694e-01,6.658591175591876965e-01
5.699649107012648708e-01,5.173085172022887646e-01
5.908727612481732283e-01,4.240889884358493012e-01
5.743252488495788066e-01,5.546878086614189796e-01
6.532008198571336299e-01,2.870515199196297385e-01
6.521032700016888839e-01,7.065747062729789141e-01
4.314184354339739569e-01,4.148568693335640267e-01
8.965465958510629996e-01,3.605455604858922580e-01
3.675618700478965328e-01,8.286569145557377558e-01
4.358649252656268125e-01,9.249669119531921391e-01
8.919233550156721035e-01,4.600731088729692608e-02
8.061939890460857461e-01,2.326269928297655110e-01
7.038885835403663194e-01,3.485193694925632357e-01
1.002268873123011161e-01,8.149664793702473542e-01
9.194826137446735492e-01,9.854914276432975573e-01
7.142412995491114192e-01,9.689717046703517633e-01
9.988470065678665133e-01,9.049483455499268691e-01
1.494483046579937469e-01,2.965562650640298781e-01
8.681260573682142434e-01,9.920112434144741087e-01
1.624929346763748228e-01,2.494200410564512138e-01
6.155595642838441739e-01,1.059061548822322063e-01
1.238199828494415122e-01,9.509526110553940814e-01
8.480082293222344081e-01,2.334202554680963049e-01
8.073189587250106936e-01,6.897682650777504643e-01
5.691007386145933156e-01,5.835635898058866289e-02
4.071832972259996630e-01,7.307090991274761693e-01
6.916699545513804726e-02,8.817202123338396813e-01
6.974287731445636407e-01,2.724368954659625031e-01
4.535426826780688536e-01,3.790568960774285401e-01
7.220555994703479197e-01,3.742961833209160760e-01
8.663823259286291822e-01,7.487882575401331176e-01
9.755215050028858137e-01,2.378072425390388434e-01
8.558033423926110217e-01,1.718530990476430098e-01
1.171408418500197168e-02,4.492916486877380766e-01
3.599780644783638905e-01,3.044684073773195054e-01
7.299905624240580204e-01,8.391891222586523869e-01
1.716296772614405164e-01,2.377418260156387575e-01
5.210366062041292823e-01,5.023894574892614484e-01
5.433798833925362892e-02,9.425835996979303744e-01
1.999965248964000741e-01,6.339976977446607487e-01
1.852179446061397172e-02,8.672894054624648019e-01
7.936977033574206253e-01,9.402096893547673417e-01
2.239246880603801282e-01,7.507648618863519419e-01
3.453516806969026964e-01,6.995750602247513550e-01
9.280812934655908730e-01,9.679655666042270568e-01
7.044144019235327736e-01,9.944007896476794173e-01
3.183892953130784687e-02,4.518216826697596389e-01
1.646941564979127470e-01,7.086977818420836517e-02
6.214784014997635220e-01,2.927940314405188538e-01
5.772285886041675917e-01,1.523547056877304628e-01
2.378928213745086229e-01,4.174863747960118054e-01
9.342139979247937598e-01,1.312893284732560284e-01
6.139659559658959820e-01,6.041178040208819988e-01
5.356328030249583039e-01,3.828080591578540970e-01
5.899099763545709862e-01,8.953858842882099767e-01
7.301220295167696328e-01,9.677946717985018710e-01
3.119449954796018609e-01,5.468849016694221632e-01
3.982210622160918811e-01,2.748235698675965955e-01
2.098437489751221463e-01,5.922304187618367965e-01
1.861930058803361598e-01,8.967611582244098267e-01
9.443723899839335800e-01,4.067333458357482723e-01
7.395507950492875571e-01,5.520782766919708484e-01
4.904588086175670769e-01,2.716527676061458729e-01
2.274146279733232356e-01,4.554441494500269805e-01
2.543564817703929393e-01,4.017135353795986408e-01
5.802916032387561707e-02,2.484134650829710189e-01
4.344166255581207725e-01,5.058663838253083522e-01
3.117958819941025750e-01,3.103808259798114255e-01
6.963434888154594882e-01,3.730348638807474693e-01
3.777518392924809065e-01,5.249704422542642579e-01
1.796036775596348001e-01,7.505950229289874986e-01
2.467872839133122831e-02,3.335074657912753260e-01
6.724963146324858254e-02,9.241587666207635721e-01
6.793927734985673039e-01,8.623185468359023664e-01
4.536968445560453089e-01,4.869029597552854138e-02
5.365792111087221983e-01,2.536425242568227656e-01
8.966712930403420989e-01,4.461355126592019271e-01
9.903389473967043610e-01,1.046278887424740844e-01
2.168969843984739354e-01,3.484759890334970800e-01
6.630782031001007937e-01,7.400975256176824946e-01
2.633223767371506430e-01,6.805144811428258667e-01
2.065099946572868106e-02,6.223844285660048437e-01
7.583786538361414475e-01,7.105284027223456311e-01
3.200171508224678441e-01,2.049236869597017563e-01
3.834638941718979677e-01,3.416981148647321165e-01
5.883171135536057195e-01,6.762424822774628641e-01
8.310484552361904198e-01,8.792347630313270823e-01
6.289818435911487260e-01,5.436780538280951980e-01
8.726506554473952848e-01,2.826996509455366180e-01
2.735420348156357706e-01,3.023525800598259039e-02
7.980468339125637023e-01,7.103368289742133523e-01
1.856359443059522052e-01,7.884103508440376551e-03
9.527916569719445672e-01,3.726790698209955233e-01
6.874882763878152891e-01,5.305372145627818004e-01
2.155076771135584490e-01,9.221114617671930525e-01
9.473705904889242468e-01,8.949454503290010798e-02
7.308558067701578231e-01,4.059423219682837258e-01
2.539416425950258294e-01,2.431319971015777348e-02
2.133119773674819752e-01,3.426109843415903189e-01
5.182007139306632482e-01,6.222310588397949038e-01
2.566271805453157473e-02,2.790679482285983726e-01
2.074700754411094028e-01,2.097499496556350929e-01
4.246854687515062565e-01,1.157032333270936464e-01
3.741699803342255493e-01,5.771402440203418083e-01
4.635754243648106954e-01,6.952700059046860170e-01
2.776287062947319084e-01,6.719571405958223442e-01
5.867843464581687929e-01,9.488610207205073754e-01
8.638556059232314066e-01,2.703213893502698362e-03
1.175318559620330827e-01,6.471966538940360225e-01
5.173791071541141706e-01,6.003922370976395584e-01
1.320681063451533133e-01,5.887396099702881802e-01
7.168596811925936896e-01,9.627703198402424167e-01
3.960597028072937453e-01,1.687167337003969703e-02
5.654213118585089681e-01,6.964824307014501059e-01
1.832798362140786175e-01,8.136786497018634323e-01
1.448477593433772359e-01,5.098071966215841355e-01
4.880562806489545657e-01,3.339648695968091552e-01
3.556127378499556180e-01,7.908401632274049131e-01
9.404319452528130396e-01,9.724292563242464826e-02
7.653252538069652555e-01,4.420356377299252681e-01
7.486636198505473017e-01,5.199523745708382050e-01
9.037197397459334480e-01,6.939564109345475185e-01
8.342243544201854988e-02,9.088573203240946086e-02
5.521924699224065591e-01,2.277595015378609533e-01
5.844760689557688682e-01,4.103015626901256319e-01
9.619363785472290207e-01,6.232946730201306407e-01
2.921475267925488506e-01,8.869607812174175043e-01
2.408287799154468223e-01,6.188261682413764841e-01
1.002939422654978152e-01,1.334614709349344341e-01
1.642962959147420410e-02,9.805801327872823991e-01
9.295293167921905297e-01,8.717857347554929248e-01
6.699165465909100448e-01,5.027207611453240466e-01
7.851529120231377501e-01,9.223479817966330208e-01
2.817301057539490783e-01,5.413807937571357698e-01
5.864101661863266868e-01,9.233060678891631401e-01
6.395526612098112462e-02,8.298973686033431774e-01
4.856275959346229021e-01,9.682864102942972950e-01
9.774951397444467949e-01,9.197828107781583773e-01
8.765052453165907975e-01,3.603381742856948122e-02
3.381589518368456337e-01,1.747720041609399644e-01
9.615701545414985230e-01,3.891346771011857664e-01
2.317016264712045137e-01,9.521426972954207812e-01
9.493188224156814403e-01,3.000289194759295786e-01
9.413777047064986192e-01,1.604676438876010414e-01
7.992025873523916912e-01,8.863046660865598891e-01
6.304479368667911254e-01,4.463944154832029110e-01
8.742879666249470105e-01,9.078755943543260765e-01
2.930202845077967133e-01,1.602304663201432611e-01
8.489435553129182077e-01,6.611175115080994980e-01
6.178766919175238126e-01,4.402637528294918168e-01
1.323685775889948957e-02,7.648676903028539531e-02
3.472335179322195708e-01,6.964631446525005876e-01
1.481408609481650318e-01,2.473987555391536919e-01
9.818293898182531843e-01,3.961552257951772571e-02
4.783703070399880630e-01,5.994429824957325792e-02
4.973913654986626964e-01,6.107853706678734174e-02
6.394725163987236005e-01,9.077329574850394600e-01
3.685846061296175202e-01,7.398839178291010121e-01
1.369002716855989288e-01,8.980623572137350630e-01
8.221177331942455258e-01,6.725823112965213513e-01
1.898479119027579598e-01,5.289399290308831603e-01
5.113189825464560245e-01,3.044463643473782621e-01
2.243170289747392632e-01,9.979622513286734442e-01
9.784448449403404524e-02,3.621890589393893523e-01
8.621915174216833178e-01,4.706489492139095399e-01
9.729194890231303017e-01,3.782451749234617688e-01
9.608346580630001688e-01,9.795269293354585960e-01
